1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
João Gabriel Alves,18,Masculino Cisgênero,Branco(a),Não,Casado(a),Ensino Superior Completo,Recife,PE,"R$ 9.734,49","R$ 1.654,86",Carro,Álcool,190,Semanal,Combustível com qualidade,Não considero relevante,Combustível com qualidade,Mais opções de pagamento,Ruim,"Vantagens (Ingressos, viagens, canais por assinatura e outros)",Diária,Ofertas exclusivas
Luiz Otávio Ferreira,24,Masculino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Médio Incompleto,Goiânia,GO,"R$ 9.530,07","R$ 1.620,11",Ônibus,Diesel,2748,Semanal,Localização,Não considero relevante,Localização,Mais segurança nas lojas de conveniência,Regular,"Vantagens (Ingressos, viagens, canais por assinatura e outros)",Eventual,Ofertas exclusivas
Stella Farias,22,Feminino Cisgênero,Branco(a),Não,Casado(a),Doutorado,Belo Horizonte,SC,"R$ 9.729,05","R$ 1.653,94",Moto,Gasolina,2245,Mensal,Localização,Influencia minhas escolhas,Localização,Mais segurança nas lojas de conveniência,Regular,"Vantagens (Ingressos, viagens, canais por assinatura e outros)",Eventual,Ofertas exclusivas
Pedro Fogaça,53,Masculino Cisgênero,Amarelo(a),Sim,Viúvo(a),Ensino Superior Incompleto,Curitiba,PR,"R$ 7.383,44","R$ 1.292,10",Caminhão,Diesel,1576,Semanal,Localização,Fator de decisão,Localização,Mais segurança nas lojas de conveniência,Bom,"Vantagens (Ingressos, viagens, canais por assinatura e outros)",Quinzenal,Ofertas exclusivas
Henrique da Cruz,46,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Médio Completo,Uberlândia,MG,"R$ 8.850,61","R$ 1.504,60",Moto,Gasolina,4241,Diária,Preço,Influencia minhas escolhas,Preços,Mais segurança nas lojas de conveniência,Bom,"Vantagens (Ingressos, viagens, canais por assinatura e outros)",Quinzenal,Ofertas exclusivas
Gustavo Henrique Ferreira,26,Masculino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Superior Incompleto,Belém do Pará,PA,"R$ 6.950,26","R$ 1.251,05",Ônibus,Diesel,2449,Mensal,Preço,Fator de decisão,Combustível com qualidade,Mais segurança nas lojas de conveniência,Regular,"Vantagens (Ingressos, viagens, canais por assinatura e outros)",Semanal,Ofertas exclusivas
Calebe Souza,62,Masculino Cisgênero,Amarelo(a),Não,Casado(a),Ensino Médio Completo,Porto Velho,RO,"R$ 8.973,39","R$ 1.525,48",Moto,Gasolina,824,Quinzenal,Localização,Influencia minhas escolhas,Higiene,Mais segurança nas lojas de conveniência,Excelente,"Vantagens (Ingressos, viagens, canais por assinatura e outros)",Eventual,Ofertas exclusivas
Davi Santos,50,Masculino Cisgênero,Pardo(a),Sim,Divorciado(a),Pós-graduação,Santa Maria,MS,"R$ 7.107,33","R$ 1.243,78",Ônibus,Diesel,871,Quinzenal,Combustível com qualidade,Fator de decisão,Preços,Mais vantagens com o programa de fidelidade,Bom,"Vantagens (Ingressos, viagens, canais por assinatura e outros)",Eventual,Ofertas exclusivas
Ana Júlia Ribeiro,51,Feminino Cisgênero,Indígena,Sim,Divorciado(a),Ensino Médio Completo,Salvador,BA,"R$ 7.828,65","R$ 1.370,01",Moto,Gasolina,2321,Semanal,Preço,Não influencia minhas escolhas,Combustível com qualidade,Melhorias na qualidade do atendimento,Bom,Cashback,Eventual,Ofertas exclusivas
Calebe da Mota,18,Masculino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 6.672,23","R$ 1.201,00",Caminhão,Diesel,630,Mensal,Combustível com qualidade,Não considero relevante,Preços,Melhorias na qualidade do atendimento,Bom,Cashback,Mensal,Ofertas exclusivas
Ana Carolina Correia,67,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 9.820,87","R$ 1.669,55",Carro,Álcool,2656,Semanal,Localização,Não influencia minhas escolhas,Combustível com qualidade,Melhorias na qualidade do atendimento,Bom,Cashback,Quinzenal,Ofertas exclusivas
Diego da Cruz,62,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 8.798,72","R$ 1.495,78",Caminhão,Diesel,3674,Semanal,Preço,Fator de decisão,Higiene,Melhorias na qualidade do atendimento,Muito Bom,Cashback,Diária,Ofertas exclusivas
João Guilherme Ribeiro,68,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 6.743,76","R$ 1.213,88",Ônibus,Diesel,843,Mensal,Localização,Não influencia minhas escolhas,Serviços adicionais,Melhorias na qualidade do atendimento,Bom,Cashback,Eventual,Ofertas exclusivas
Lucas Barros,44,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 7.994,55","R$ 1.399,05",Ônibus,Diesel,3366,Mensal,Combustível com qualidade,Influencia minhas escolhas,Localização,Mais opções de pagamento,Regular,Cashback,Mensal,Ofertas exclusivas
Yasmin da Rocha,67,Feminino Cisgênero,Indígena,Sim,Casado(a),Ensino Médio Incompleto,São Bernardo do Campo,SP,"R$ 8.885,42","R$ 1.510,52",Moto,Gasolina,3861,Quinzenal,Serviços adicionais,Influencia minhas escolhas,Combustível com qualidade,Mais opções de pagamento,Ruim,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Eventual,Ofertas exclusivas
Ana Júlia Duarte,39,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Superior Completo,Maceió,AL,"R$ 9.183,68","R$ 1.561,23",Carro,GNV,2481,Mensal,Serviços adicionais,Influencia minhas escolhas,Segurança,Mais opções de pagamento,Regular,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Ofertas exclusivas
Kamilly da Conceição,74,Feminino Cisgênero,Amarelo(a),Sim,Casado(a),Ensino Médio Completo,Santarém ,PA,"R$ 7.232,84","R$ 1.265,75",Moto,Gasolina,4589,Mensal,Combustível com qualidade,Fator de decisão,Preços,Mais segurança nas lojas de conveniência,Ruim,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Eventual,Ofertas exclusivas
Evelyn Costa,65,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Pós-graduação,Vila Velha,ES,"R$ 6.816,47","R$ 1.226,96",Caminhão,Diesel,4206,Diária,Preço,Fator de decisão,Localização,Mais segurança nas lojas de conveniência,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Ofertas exclusivas
Gustavo Henrique Duarte,51,Masculino Cisgênero,Indígena,Sim,Casado(a),Ensino Superior Completo,Campinas,SP,"R$ 7.596,85","R$ 1.329,45",Ônibus,Diesel,1896,Quinzenal,Localização,Não influencia minhas escolhas,Localização,Mais segurança nas lojas de conveniência,Ruim,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Eventual,Ofertas exclusivas
Lorena Melo,79,Feminino Cisgênero,Branco(a),Não,Casado(a),Pós-graduação,Pelotas,RS,"R$ 8.643,73","R$ 1.469,43",Moto,Gasolina,948,Mensal,Combustível com qualidade,Não considero relevante,Combustível com qualidade,Mais segurança nas lojas de conveniência,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Ofertas exclusivas
Carlos Eduardo Gomes,57,Masculino Cisgênero,Indígena,Não,Casado(a),Ensino Superior Incompleto,Porto Velho,RO,"R$ 6.928,48","R$ 1.247,13",Moto,Gasolina,4445,Quinzenal,Preço,Não considero relevante,Preços,Mais segurança nas lojas de conveniência,Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Quinzenal,Ofertas exclusivas
Bruna Moreira,54,Feminino Cisgênero,Indígena,Não,Divorciado(a),Ensino Superior Completo,Fortaleza,CE,"R$ 8.761,90","R$ 1.489,52",Caminhão,Diesel,3411,Diária,Preço,Não considero relevante,Preços,Mais vantagens com o programa de fidelidade,Muito Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Ofertas exclusivas
João Miguel Melo,77,Masculino Cisgênero,Branco(a),Não,Casado(a),Ensino Superior Incompleto,Rio de Janeiro,RJ,"R$ 9.778,16","R$ 1.662,29",Moto,Gasolina,4473,Diária,Combustível com qualidade,Fator de decisão,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Regular,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Ofertas exclusivas
Manuela Vieira,33,Feminino Transgênero,Preto(a),Não,Solteiro(a),Ensino Médio Incompleto,Duque de Caxias,RJ,"R$ 6.590,52","R$ 1.186,29",Moto,Gasolina,2029,Mensal,Preço,Não considero relevante,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Regular,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Mensal,Ofertas exclusivas
Felipe Souza,59,Masculino Cisgênero,Branco(a),Não,Casado(a),Ensino Superior Completo,Belém do Pará,PA,"R$ 8.865,04","R$ 1.507,06",Moto,Gasolina,1182,Mensal,Combustível com qualidade,Fator de decisão,Preços,Mais vantagens com o programa de fidelidade,Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Mensal,Ofertas exclusivas
Esther Moura,73,Feminino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Incompleto,Porto Velho,RO,"R$ 6.642,14","R$ 1.195,59",Caminhão,Diesel,558,Quinzenal,Preço,Influencia minhas escolhas,Preços,Mais vantagens com o programa de fidelidade,Regular,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Ofertas exclusivas
João Pedro Gomes,23,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Completo,Pelotas,RS,"R$ 6.774,32","R$ 1.219,38",Moto,Gasolina,3664,Diária,Preço,Não considero relevante,Localização,Melhorias na qualidade do atendimento,Ruim,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Ofertas exclusivas
Bruno Pires,53,Masculino Cisgênero,Pardo(a),Não,Divorciado(a),Pós-graduação,Salvador,BA,"R$ 7.229,86","R$ 1.265,23",Ônibus,Diesel,611,Mensal,Preço,Influencia minhas escolhas,Combustível com qualidade,Melhorias na qualidade do atendimento,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Eventual,Ofertas exclusivas
Nicolas Gomes,60,Masculino Cisgênero,Amarelo(a),Sim,Solteiro(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 6.564,72","R$ 1.181,65",Moto,Gasolina,2637,Mensal,Localização,Fator de decisão,Combustível com qualidade,Melhorias na qualidade do atendimento,Regular,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Ofertas exclusivas
Cauê Pereira,68,Masculino Cisgênero,Pardo(a),Não,Casado(a),Ensino Superior Incompleto,Santarém ,PA,"R$ 8.914,46","R$ 1.515,46",Ônibus,Diesel,4952,Quinzenal,Combustível com qualidade,Não influencia minhas escolhas,Preços,Melhorias na qualidade do atendimento,Regular,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Ofertas exclusivas
Evelyn Moraes,46,Feminino Cisgênero,Indígena,Não,Viúvo(a),Ensino Médio Completo,Recife,PE,"R$ 6.605,91","R$ 1.189,06",Ônibus,Diesel,2091,Quinzenal,Combustível com qualidade,Não influencia minhas escolhas,Combustível com qualidade,Melhorias na qualidade do atendimento,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Mensal,Ofertas exclusivas
Caio Santos,29,Masculino Cisgênero,Indígena,Não,Casado(a),Ensino Superior Incompleto,Caxias do Sul,RS,"R$ 8.249,26","R$ 1.402,37",Moto,Gasolina,4385,Semanal,Preço,Não influencia minhas escolhas,Combustível com qualidade,Melhorias na qualidade do atendimento,Ruim,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Ofertas exclusivas
Luigi Vieira,72,Masculino Cisgênero,Indígena,Não,Divorciado(a),Ensino Superior Incompleto,Governador Valadares,MG,"R$ 6.876,78","R$ 1.237,82",Caminhão,Diesel,4392,Quinzenal,Combustível com qualidade,Não considero relevante,Localização,Melhorias na qualidade do atendimento,Regular,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Ofertas exclusivas
Davi Luiz Nunes,34,Masculino Cisgênero,Indígena,Sim,Viúvo(a),Ensino Médio Incompleto,Fortaleza,CE,"R$ 9.179,81","R$ 1.560,57",Carro,Álcool,725,Quinzenal,Combustível com qualidade,Influencia minhas escolhas,Combustível com qualidade,Mais opções de pagamento,Muito Bom,Localização de postos de abastecimento,Diária,Ofertas exclusivas
Ana Laura Barros,28,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Superior Completo,São Paulo,SP,"R$ 7.687,27","R$ 1.345,27",Carro,Álcool,1029,Semanal,Localização,Influencia minhas escolhas,Preços,Mais opções de pagamento,Bom,Localização de postos de abastecimento,Quinzenal,Ofertas exclusivas
Stephany Conceição,23,Feminino Transgênero,Pardo(a),Não,Casado(a),Ensino Superior Completo,Caruaru,PE,"R$ 6.653,54","R$ 1.197,64",Moto,Gasolina,97,Diária,Preço,Não considero relevante,Serviços adicionais,Mais opções de pagamento,Regular,Localização de postos de abastecimento,Diária,Ofertas exclusivas
Julia Teixeira,80,Feminino Cisgênero,Amarelo(a),Sim,Casado(a),Pós-graduação,Campinas,SP,"R$ 9.008,68","R$ 1.531,48",Caminhão,Diesel,3727,Semanal,Serviços adicionais,Não considero relevante,Combustível com qualidade,Mais opções de pagamento,Ruim,Localização de postos de abastecimento,Semanal,Ofertas exclusivas
Sophie Vieira,18,Feminino Cisgênero,Indígena,Não,Viúvo(a),Ensino Superior Completo,Fortaleza,CE,"R$ 6.767,81","R$ 1.218,21",Ônibus,Diesel,3394,Diária,Preço,Não considero relevante,Combustível com qualidade,Mais opções de pagamento,Ruim,Localização de postos de abastecimento,Semanal,Ofertas exclusivas
Davi Luiz da Conceição,25,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Superior Completo,Caruaru,PE,"R$ 8.981,15","R$ 1.526,80",Ônibus,Diesel,544,Mensal,Localização,Influencia minhas escolhas,Higiene,Mais segurança nas lojas de conveniência,Bom,Localização de postos de abastecimento,Mensal,Ofertas exclusivas
Juliana da Costa,59,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Superior Completo,Montes Claros,MG,"R$ 9.458,35","R$ 1.607,92",Moto,Gasolina,3922,Diária,Combustível com qualidade,Influencia minhas escolhas,Segurança,Mais segurança nas lojas de conveniência,Ruim,Localização de postos de abastecimento,Semanal,Ofertas exclusivas
Ana Carolina Melo,31,Feminino Cisgênero,Indígena,Não,Casado(a),Pós-graduação,Curitiba,PR,"R$ 7.749,87","R$ 1.356,23",Caminhão,Diesel,2267,Diária,Serviços adicionais,Fator de decisão,Serviços adicionais,Mais segurança nas lojas de conveniência,Ruim,Localização de postos de abastecimento,Semanal,Ofertas exclusivas
Julia Castro,25,Feminino Cisgênero,Preto(a),Sim,Divorciado(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 9.251,36","R$ 1.572,73",Caminhonete,Diesel,2470,Mensal,Serviços adicionais,Influencia minhas escolhas,Combustível com qualidade,Mais segurança nas lojas de conveniência,Ruim,Localização de postos de abastecimento,Diária,Ofertas exclusivas
Calebe Aragão,48,Masculino Cisgênero,Pardo(a),Não,Casado(a),Ensino Médio Incompleto,Florianópolis,SC,"R$ 8.792,50","R$ 1.494,73",Moto,Gasolina,1284,Mensal,Serviços adicionais,Fator de decisão,Preços,Mais segurança nas lojas de conveniência,Excelente,Localização de postos de abastecimento,Mensal,Ofertas exclusivas
Maria Nascimento,65,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Pós-graduação,Taubaté ,SP,"R$ 9.564,40","R$ 1.625,95",Caminhão,Diesel,1967,Diária,Serviços adicionais,Fator de decisão,Combustível com qualidade,Mais segurança nas lojas de conveniência,Excelente,Localização de postos de abastecimento,Diária,Ofertas exclusivas
Mariana Araújo,33,Outros,Indígena,Sim,Viúvo(a),Ensino Médio Completo,Porto Velho,RO,"R$ 8.512,88","R$ 1.447,19",Ônibus,Diesel,1321,Diária,Serviços adicionais,Não considero relevante,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Regular,Controle de abastecimentos,Diária,Ofertas exclusivas
Sabrina Moraes,44,Outros,Indígena,Sim,Viúvo(a),Ensino Médio Completo,Bauru,SP,"R$ 7.504,70","R$ 1.313,32",Ônibus,Diesel,4948,Mensal,Preço,Não influencia minhas escolhas,Preços,Mais vantagens com o programa de fidelidade,Ruim,Controle de abastecimentos,Eventual,Ofertas exclusivas
Maria Alice da Rocha,32,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Completo,Duque de Caxias,RJ,"R$ 8.004,25","R$ 1.400,74",Moto,Gasolina,837,Diária,Combustível com qualidade,Fator de decisão,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Ruim,Controle de abastecimentos,Semanal,Ofertas exclusivas
Isadora Cavalcanti,28,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 7.334,59","R$ 1.283,55",Ônibus,Diesel,1763,Semanal,Preço,Fator de decisão,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Excelente,Controle de abastecimentos,Diária,Ofertas exclusivas
Benício Santos,77,Masculino Cisgênero,Preto(a),Sim,Solteiro(a),Ensino Médio Completo,Governador Valadares,MG,"R$ 8.879,24","R$ 1.509,47",Caminhão,Diesel,4462,Diária,Serviços adicionais,Fator de decisão,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Excelente,Controle de abastecimentos,Diária,Ofertas exclusivas
Vitor Hugo da Rosa,79,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Completo,Curitiba,PR,"R$ 9.240,09","R$ 1.570,82",Ônibus,Diesel,2977,Mensal,Serviços adicionais,Não considero relevante,Segurança,Mais vantagens com o programa de fidelidade,Ruim,Controle de abastecimentos,Mensal,Ofertas exclusivas
Stella Porto,25,Feminino Transgênero,Preto(a),Não,Casado(a),Ensino Médio Completo,Caxias do Sul,RS,"R$ 7.714,47","R$ 1.350,03",Ônibus,Diesel,1763,Semanal,Localização,Fator de decisão,Serviços adicionais,Mais vantagens com o programa de fidelidade,Excelente,Controle de abastecimentos,Semanal,Ofertas exclusivas
Enzo Gabriel Ribeiro,40,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Completo,Florianópolis,SC,"R$ 9.464,84","R$ 1.609,02",Caminhão,Diesel,3806,Quinzenal,Preço,Não considero relevante,Localização,Melhorias na qualidade do atendimento,Ruim,Controle de abastecimentos,Mensal,Ofertas exclusivas
Luiz Miguel Lopes,18,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Médio Completo,Governador Valadares,MG,"R$ 7.570,10","R$ 1.324,77",Carro,GNV,4115,Semanal,Combustível com qualidade,Fator de decisão,Combustível com qualidade,Melhorias na qualidade do atendimento,Regular,Controle de abastecimentos,Mensal,Ofertas exclusivas
Clarice da Conceição,48,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Superior Incompleto,Rio de Janeiro,AL,"R$ 6.527,12","R$ 1.174,88",Caminhão,Diesel,3861,Diária,Preço,Influencia minhas escolhas,Combustível com qualidade,Melhorias na qualidade do atendimento,Regular,Controle de abastecimentos,Eventual,Ofertas exclusivas
Mariana Lopes,23,Feminino Cisgênero,Preto(a),Não,Casado(a),Ensino Médio Completo,Santa Maria,MS,"R$ 9.687,54","R$ 1.646,88",Carro,GNV,136,Mensal,Serviços adicionais,Não influencia minhas escolhas,Atendimento,Melhorias na qualidade do atendimento,Regular,Controle de abastecimentos,Eventual,Ofertas exclusivas
