1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Luiz Miguel Barbosa,Feminino,49,Gomes da Praia,AC,Viúvo(a),Ensino Superior Incompleto,"R$ 9.925,50",Moto,Gasolina,2370,Maior facilidade de uso,Segurança,Qualidade do combustível,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Serviços Oferecidos,Raramente,Economia,Bom
Sra. Beatriz da Rosa,Masculino,38,Pereira,AC,Viúvo(a),Ensino Superior Completo,"R$ 7.933,31",Ônibus,Diesel,4017,Ofertas mais atraentes,Limpeza e organização,Serviços adicionais,Mais opções de pagamento,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Preço,Mensalmente,Economia,Excelente
Sophia Cardoso,Masculino,48,Novaes,MS,Viúvo(a),Ensino Superior Incompleto,"R$ 1.920,67",Ônibus,Diesel,520,Design do aplicativo,Segurança,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Diariamente,Localização,Mensalmente,Ambiental,Ruim
Samuel Moraes,Feminino,73,Gonçalves,PB,Casado(a),Ensino Médio Completo,"R$ 9.524,82",Caminhão,Diesel,2758,Mais funcionalidades,Limpeza e organização,Localização,Postos mais modernos,Importante e influencia minha escolha,Raramente,Formas de Pagamento,Diariamente,Vantagens,Ruim
Helena Peixoto,Feminino,27,Duarte,ES,Solteiro(a),Pós-graduação,"R$ 1.432,46",Camionete,Diesel,4323,Mais funcionalidades,Combustível de qualidade,Localização,Postos mais modernos,Não considero importante,Mensalmente,Serviços Oferecidos,Mensalmente,Ambiental,Bom
Emanuelly Ribeiro,Masculino,39,Carvalho do Amparo,ES,Casado(a),Pós-graduação,"R$ 2.542,84",Carro,GNV,391,Design do aplicativo,Combustível de qualidade,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Não considero importante,Semanalmente,Preço,Raramente,Indicação,Ruim
Alana Cardoso,Masculino,60,Moura da Prata,ES,Solteiro(a),Pós-graduação,"R$ 8.918,81",Ônibus,Diesel,1536,Ofertas mais atraentes,Segurança,Preço,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Raramente,Preço,Diariamente,Facilidade,Ruim
Lívia Lima,Feminino,68,Oliveira da Serra,MG,Casado(a),Ensino Superior Incompleto,"R$ 3.688,30",Moto,Gasolina,1197,Mais funcionalidades,Limpeza e organização,Localização,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Formas de Pagamento,Semanalmente,Indicação,Excelente
Felipe Lopes,Feminino,39,Oliveira de Minas,MG,Viúvo(a),Ensino Superior Completo,"R$ 6.202,04",Carro,Gasolina,2614,Maior facilidade de uso,Atendimento ao cliente,Qualidade do combustível,Postos mais modernos,Importante e influencia minha escolha,Diariamente,Localização,Diariamente,Indicação,Ruim
Nina Nogueira,Feminino,18,da Luz,CE,Divorciado(a),Ensino Médio Completo,"R$ 8.644,70",Ônibus,Diesel,4011,Design do aplicativo,Atendimento ao cliente,Localização,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Semanalmente,Serviços Oferecidos,Semanalmente,Economia,Ruim
Bárbara Vieira,Masculino,50,da Cunha,AC,Viúvo(a),Ensino Médio Completo,"R$ 8.062,44",Ônibus,Diesel,1403,Mais funcionalidades,Combustível de qualidade,Localização,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Semanalmente,Localização,Mensalmente,Facilidade,Ruim
Maria Rocha,Masculino,43,Nogueira de Lopes,PI,Viúvo(a),Pós-graduação,"R$ 8.535,81",Ônibus,Diesel,2283,Ofertas mais atraentes,Limpeza e organização,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Semanalmente,Qualidade Combustível,Mensalmente,Vantagens,Ruim
Luiza Cunha,Masculino,80,da Cunha de Martins,RO,Solteiro(a),Ensino Superior Incompleto,"R$ 2.442,81",Caminhão,Diesel,169,Ofertas mais atraentes,Atendimento ao cliente,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Não considero importante,Diariamente,Serviços Oferecidos,Diariamente,Vantagens,Bom
Enzo Gabriel Porto,Masculino,66,da Rosa de Pires,SC,Divorciado(a),Ensino Superior Incompleto,"R$ 8.080,08",Moto,Gasolina,4730,Maior facilidade de uso,Atendimento ao cliente,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Preço,Raramente,Vantagens,Bom
Vitor Hugo da Rocha,Feminino,50,da Cunha,CE,Casado(a),Ensino Médio Incompleto,"R$ 2.164,45",Carro,Álcool,2870,Maior facilidade de uso,Combustível de qualidade,Qualidade do combustível,Mais opções de pagamento,Não considero importante,Semanalmente,Serviços Oferecidos,Semanalmente,Indicação,Excelente
Rebeca Fernandes,Feminino,31,Novaes do Sul,CE,Casado(a),Ensino Médio Incompleto,"R$ 7.927,97",Ônibus,Diesel,1240,Design do aplicativo,Atendimento ao cliente,Preço,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Mensalmente,Formas de Pagamento,Raramente,Economia,Bom
Marina Oliveira,Feminino,43,Caldeira,PA,Casado(a),Pós-graduação,"R$ 8.179,08",Caminhão,Diesel,722,Ofertas mais atraentes,Limpeza e organização,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Preço,Mensalmente,Indicação,Excelente
Thomas Araújo,Feminino,44,da Mota da Serra,PA,Viúvo(a),Ensino Superior Completo,"R$ 7.550,79",Ônibus,Diesel,26,Design do aplicativo,Segurança,Preço,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Qualidade Combustível,Raramente,Facilidade,Ótimo
Maria Julia da Mota,Feminino,22,Lopes,RR,Divorciado(a),Ensino Médio Incompleto,"R$ 5.946,56",Moto,Gasolina,4089,Ofertas mais atraentes,Atendimento ao cliente,Serviços adicionais,Programa de fidelidade,Não considero importante,Diariamente,Promoções e Descontos,Raramente,Ambiental,Ótimo
Ana Sophia da Mata,Feminino,64,Almeida,SP,Viúvo(a),Ensino Superior Completo,"R$ 4.203,96",Caminhão,Diesel,2359,Maior facilidade de uso,Atendimento ao cliente,Preço,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Diariamente,Formas de Pagamento,Raramente,Indicação,Ruim
Luna Costa,Masculino,72,Silva da Prata,PA,Casado(a),Pós-graduação,"R$ 4.335,52",Ônibus,Diesel,669,Mais funcionalidades,Atendimento ao cliente,Serviços adicionais,Postos mais modernos,Importante e influencia minha escolha,Semanalmente,Qualidade Combustível,Diariamente,Facilidade,Ruim
Pedro Miguel Peixoto,Masculino,79,Carvalho,PI,Divorciado(a),Ensino Médio Incompleto,"R$ 8.728,63",Moto,Gasolina,3223,Design do aplicativo,Limpeza e organização,Localização,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Localização,Diariamente,Indicação,Bom
Sra. Nicole Lima,Masculino,47,da Paz das Pedras,AM,Solteiro(a),Pós-graduação,"R$ 9.907,69",Camionete,Diesel,2098,Design do aplicativo,Combustível de qualidade,Qualidade do combustível,Mais opções de pagamento,Importante e influencia minha escolha,Semanalmente,Promoções e Descontos,Diariamente,Ambiental,Ruim
Davi da Mata,Feminino,32,Mendes,RJ,Casado(a),Pós-graduação,"R$ 8.769,16",Camionete,Diesel,133,Mais funcionalidades,Combustível de qualidade,Localização,Mais opções de pagamento,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Localização,Semanalmente,Vantagens,Bom
João Silveira,Masculino,74,Costela da Serra,MT,Divorciado(a),Ensino Médio Completo,"R$ 3.667,24",Ônibus,Diesel,4908,Design do aplicativo,Segurança,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Preço,Mensalmente,Ambiental,Bom
Sr. Otávio Rodrigues,Feminino,71,Barros,AC,Casado(a),Pós-graduação,"R$ 4.394,14",Camionete,Diesel,2972,Mais funcionalidades,Atendimento ao cliente,Serviços adicionais,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Mensalmente,Serviços Oferecidos,Mensalmente,Ambiental,Excelente
Vinicius Peixoto,Masculino,69,Barros de da Luz,MS,Solteiro(a),Ensino Médio Incompleto,"R$ 5.760,37",Ônibus,Diesel,4995,Mais funcionalidades,Atendimento ao cliente,Preço,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Semanalmente,Promoções e Descontos,Semanalmente,Indicação,Ruim
Lorena Rocha,Feminino,25,Silveira de Almeida,AL,Divorciado(a),Pós-graduação,"R$ 4.674,76",Carro,GNV,3094,Maior facilidade de uso,Combustível de qualidade,Serviços adicionais,Postos mais modernos,Importante e influencia minha escolha,Diariamente,Serviços Oferecidos,Mensalmente,Ambiental,Ótimo
Vinicius Nogueira,Feminino,25,Nunes,RO,Divorciado(a),Ensino Superior Incompleto,"R$ 7.327,53",Moto,Gasolina,1358,Maior facilidade de uso,Segurança,Qualidade do combustível,Postos mais modernos,Não considero importante,Diariamente,Localização,Raramente,Economia,Bom
Kaique Silveira,Feminino,80,Castro,DF,Casado(a),Ensino Superior Completo,"R$ 2.770,46",Moto,Gasolina,3598,Maior facilidade de uso,Combustível de qualidade,Preço,Postos mais modernos,"Importante, mas não influencia minha escolha",Semanalmente,Localização,Raramente,Ambiental,Ótimo
Caio Teixeira,Masculino,58,Duarte,RO,Solteiro(a),Ensino Médio Completo,"R$ 8.614,73",Moto,Gasolina,1015,Maior facilidade de uso,Segurança,Localização,Postos mais modernos,Não considero importante,Semanalmente,Localização,Raramente,Economia,Bom
Davi Lucas Viana,Masculino,27,da Rosa das Pedras,GO,Casado(a),Ensino Superior Incompleto,"R$ 1.895,07",Carro,GNV,4182,Maior facilidade de uso,Combustível de qualidade,Localização,Programa de fidelidade,"Importante, mas não influencia minha escolha",Mensalmente,Serviços Oferecidos,Mensalmente,Economia,Bom
Srta. Vitória Gomes,Masculino,45,Gomes de Gomes,AP,Divorciado(a),Ensino Médio Completo,"R$ 6.810,26",Moto,Gasolina,4823,Maior facilidade de uso,Combustível de qualidade,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Qualidade Combustível,Mensalmente,Vantagens,Ótimo
Lucas Gabriel Costela,Masculino,55,Caldeira,RJ,Viúvo(a),Pós-graduação,"R$ 3.762,40",Carro,Álcool,1439,Design do aplicativo,Combustível de qualidade,Serviços adicionais,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Preço,Semanalmente,Ambiental,Ruim
Luigi Cardoso,Feminino,28,Cunha,PB,Divorciado(a),Pós-graduação,"R$ 6.923,12",Carro,Gasolina,29,Design do aplicativo,Limpeza e organização,Serviços adicionais,Postos mais modernos,Não considero importante,Semanalmente,Promoções e Descontos,Diariamente,Facilidade,Ótimo
Luiz Miguel da Mata,Feminino,42,Sales da Praia,TO,Divorciado(a),Ensino Superior Incompleto,"R$ 8.831,42",Ônibus,Diesel,4113,Maior facilidade de uso,Limpeza e organização,Localização,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Diariamente,Qualidade Combustível,Semanalmente,Ambiental,Ruim
Melissa Rocha,Feminino,75,da Rocha,CE,Viúvo(a),Ensino Superior Completo,"R$ 8.933,10",Camionete,Diesel,1862,Mais funcionalidades,Segurança,Qualidade do combustível,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Diariamente,Preço,Diariamente,Vantagens,Excelente
Maria Sophia Almeida,Masculino,41,Nascimento de Goiás,AC,Divorciado(a),Ensino Médio Incompleto,"R$ 6.077,19",Moto,Gasolina,2915,Maior facilidade de uso,Atendimento ao cliente,Preço,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Raramente,Qualidade Combustível,Diariamente,Facilidade,Excelente
Yuri Fernandes,Masculino,69,Pinto do Galho,SP,Divorciado(a),Ensino Médio Completo,"R$ 2.642,82",Carro,Gasolina,2936,Ofertas mais atraentes,Limpeza e organização,Preço,Programa de fidelidade,Importante e influencia minha escolha,Raramente,Serviços Oferecidos,Semanalmente,Economia,Excelente
Maria Clara Rodrigues,Masculino,47,Silva,AL,Viúvo(a),Ensino Médio Incompleto,"R$ 8.134,08",Ônibus,Diesel,3503,Ofertas mais atraentes,Atendimento ao cliente,Localização,Postos mais modernos,Não considero importante,Mensalmente,Formas de Pagamento,Semanalmente,Indicação,Bom
Vitor Hugo Rezende,Masculino,55,Lopes Paulista,AL,Divorciado(a),Ensino Superior Completo,"R$ 2.779,62",Moto,Gasolina,4148,Ofertas mais atraentes,Combustível de qualidade,Qualidade do combustível,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Semanalmente,Promoções e Descontos,Diariamente,Indicação,Ótimo
Kamilly Pinto,Masculino,38,Jesus,ES,Viúvo(a),Pós-graduação,"R$ 1.937,67",Caminhão,Diesel,3109,Ofertas mais atraentes,Combustível de qualidade,Preço,Postos mais modernos,Importante e influencia minha escolha,Mensalmente,Promoções e Descontos,Mensalmente,Ambiental,Excelente
Pedro Miguel Duarte,Masculino,44,Viana Grande,AM,Solteiro(a),Ensino Médio Incompleto,"R$ 4.873,45",Ônibus,Diesel,3838,Design do aplicativo,Limpeza e organização,Qualidade do combustível,Postos mais modernos,Não considero importante,Raramente,Formas de Pagamento,Mensalmente,Vantagens,Ruim
Leonardo Costa,Feminino,63,Costela de da Paz,ES,Casado(a),Ensino Médio Incompleto,"R$ 8.508,69",Moto,Gasolina,3499,Maior facilidade de uso,Segurança,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Diariamente,Preço,Raramente,Facilidade,Ruim
Camila Mendes,Feminino,64,das Neves,MT,Solteiro(a),Ensino Médio Incompleto,"R$ 5.513,40",Carro,Gasolina,3923,Mais funcionalidades,Combustível de qualidade,Localização,Mais opções de pagamento,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Serviços Oferecidos,Mensalmente,Economia,Ótimo
Dr. Pedro Lucas Gonçalves,Masculino,60,Peixoto Alegre,RR,Solteiro(a),Pós-graduação,"R$ 1.426,13",Caminhão,Diesel,4273,Mais funcionalidades,Atendimento ao cliente,Qualidade do combustível,Programa de fidelidade,"Importante, mas não influencia minha escolha",Raramente,Qualidade Combustível,Raramente,Economia,Bom
Pedro Miguel Freitas,Feminino,70,das Neves do Campo,MT,Viúvo(a),Pós-graduação,"R$ 3.605,28",Ônibus,Diesel,1735,Maior facilidade de uso,Segurança,Serviços adicionais,Mais opções de pagamento,Não considero importante,Semanalmente,Localização,Semanalmente,Facilidade,Excelente
Dra. Maysa Castro,Feminino,45,Oliveira de Caldeira,RO,Solteiro(a),Ensino Superior Incompleto,"R$ 2.901,98",Caminhão,Diesel,1563,Design do aplicativo,Segurança,Qualidade do combustível,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Localização,Semanalmente,Facilidade,Ótimo
Dr. Renan Moura,Feminino,34,Melo de Minas,RS,Divorciado(a),Ensino Médio Incompleto,"R$ 6.002,19",Moto,Gasolina,3590,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Diariamente,Preço,Mensalmente,Vantagens,Bom
Stella Viana,Feminino,37,Cardoso,PB,Viúvo(a),Pós-graduação,"R$ 6.530,47",Caminhão,Diesel,3196,Mais funcionalidades,Combustível de qualidade,Serviços adicionais,Programa de fidelidade,"Importante, mas não influencia minha escolha",Diariamente,Promoções e Descontos,Raramente,Economia,Bom
Davi Luiz da Conceição,Masculino,25,Barros do Amparo,MA,Solteiro(a),Ensino Superior Completo,"R$ 8.981,15",Ônibus,Diesel,544,Mais funcionalidades,Segurança,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Mensalmente,Serviços Oferecidos,Mensalmente,Facilidade,Bom
João Guilherme Ribeiro,Feminino,68,Ferreira,SE,Viúvo(a),Pós-graduação,"R$ 6.743,76",Ônibus,Diesel,843,Mais funcionalidades,Atendimento ao cliente,Serviços adicionais,Postos mais modernos,"Importante, mas não influencia minha escolha",Mensalmente,Serviços Oferecidos,Semanalmente,Ambiental,Bom
Erick Jesus,Feminino,21,Farias,DF,Casado(a),Ensino Médio Incompleto,"R$ 2.822,50",Moto,Gasolina,2915,Mais funcionalidades,Combustível de qualidade,Preço,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Preço,Mensalmente,Indicação,Ótimo
Anthony Pinto,Masculino,29,Nunes,PA,Divorciado(a),Ensino Médio Incompleto,"R$ 4.443,46",Moto,Gasolina,1508,Maior facilidade de uso,Limpeza e organização,Localização,Melhorias no ambiente de loja de conveniência,Não considero importante,Diariamente,Qualidade Combustível,Diariamente,Facilidade,Ruim
Enrico Araújo,Feminino,34,Novaes de Araújo,AL,Solteiro(a),Ensino Médio Completo,"R$ 8.370,89",Ônibus,Diesel,1814,Mais funcionalidades,Segurança,Serviços adicionais,Postos mais modernos,Importante e influencia minha escolha,Diariamente,Qualidade Combustível,Semanalmente,Economia,Bom
Raquel Souza,Masculino,45,Farias,MS,Divorciado(a),Pós-graduação,"R$ 4.061,19",Caminhão,Diesel,2425,Design do aplicativo,Segurança,Localização,Postos mais modernos,Importante e influencia minha escolha,Raramente,Formas de Pagamento,Diariamente,Facilidade,Bom
