"pessoa
nome","pessoa
idade","pessoa
genero","pessoa
etinia","pessoa
pcd","pessoa
estado civil","pessoa
escolaridade","pessoa
cidade","pessoa
estado ","pessoa
renda","veiculo
tipo","veiculo
combustivel","veiculo
km_mes","veiculo
abastecimento"
Sophia Cardoso,48,Feminino Cisgênero,Amarelo(a),Não,Viúvo(a),Ensino Básico Incompleto,Fortaleza,CE,"R$ 1.920,67",Ônibus,Diesel,520,Diária
Sophia Costa,22,Feminino Cisgênero,Amarelo(a),Não,Casado(a),Ensino Básico Incompleto,Fortaleza,CE,"R$ 1.923,54",Moto,Gasolina,3650,Quinzenal
Sophia da Cunha,54,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Médio Incompleto,Belém do Pará,PA,"R$ 5.402,57",Caminhão,Diesel,1118,Semanal
Sophia da Rocha,60,Feminino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Superior Completo,Belo Horizonte,SC,"R$ 6.046,53",Caminhão,Diesel,3251,Quinzenal
Sophia Dias,26,Feminino Cisgênero,Pardo(a),Não,Casado(a),Ensino Superior Incompleto,Caxias do Sul,RS,"R$ 4.633,06",Caminhonete,Diesel,3006,Quinzenal
Sophia Rocha,19,Feminino Cisgênero,Indígena,Sim,Casado(a),Ensino Superior Incompleto,Rio de Janeiro,RJ,"R$ 7.793,28",Ônibus,Diesel,2023,Diária
Sophia Vieira,38,Feminino Cisgênero,Pardo(a),Não,Casado(a),Ensino Médio Incompleto,Bauru,SP,"R$ 4.926,97",Ônibus,Diesel,4963,Quinzenal
Sophie Correia,28,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Completo,São João de Meriti,RJ,"R$ 9.777,06",Caminhonete,Diesel,2265,Semanal
Sophie Farias,60,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Básico Completo,Santos,SP,"R$ 3.091,65",Ônibus,Diesel,1348,Semanal
Sophie Peixoto,39,Feminino Transgênero,Indígena,Sim,Viúvo(a),Ensino Superior Completo,Uberlândia,MG,"R$ 4.812,20",Carro,Gasolina,1472,Semanal
Sophie Vieira,18,Feminino Cisgênero,Indígena,Não,Viúvo(a),Ensino Superior Completo,Fortaleza,CE,"R$ 6.767,81",Ônibus,Diesel,3394,Diária
Stella Cunha,59,Outros,Preto(a),Sim,Viúvo(a),Ensino Médio Incompleto,Goiânia,GO,"R$ 7.594,36",Caminhão,Diesel,515,Diária
Stella da Rocha,22,Feminino Cisgênero,Preto(a),Sim,Casado(a),Pós-graduação,Recife,PE,"R$ 8.156,25",Moto,Gasolina,4457,Diária
Stella Farias,22,Feminino Cisgênero,Branco(a),Não,Casado(a),Pós-graduação,Belo Horizonte,SC,"R$ 9.729,05",Moto,Gasolina,2245,Mensal
Stella Moraes,77,Feminino Cisgênero,Indígena,Não,Viúvo(a),Ensino Básico Completo,Pelotas,RS,"R$ 9.008,88",Caminhão,Diesel,4263,Quinzenal
Stella Pires,40,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Superior Completo,Londrina,PR,"R$ 9.265,01",Ônibus,Diesel,1717,Quinzenal
Stella Porto,25,Feminino Transgênero,Preto(a),Não,Casado(a),Ensino Médio Completo,Caxias do Sul,RS,"R$ 7.714,47",Ônibus,Diesel,1763,Semanal
Stella Viana,37,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Pós-graduação,Recife,PE,"R$ 6.530,47",Caminhão,Diesel,3196,Diária
Stephany Conceição,23,Feminino Transgênero,Pardo(a),Não,Casado(a),Ensino Superior Completo,Caruaru,PE,"R$ 6.653,54",Moto,Gasolina,97,Diária
Stephany Costa,80,Feminino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Superior Incompleto,Piracicaba,SP,"R$ 2.808,31",Carro,GNV,610,Diária
Stephany Jesus,41,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Superior Completo,Manaus,AM,"R$ 6.403,32",Ônibus,Diesel,2176,Semanal
Stephany Melo,26,Feminino Cisgênero,Pardo(a),Não,Casado(a),Ensino Superior Completo,Maceió,AL,"R$ 6.094,48",Moto,Gasolina,4066,Diária
Stephany Moreira,73,Feminino Cisgênero,Amarelo(a),Não,Solteiro(a),Ensino Superior Incompleto,São Luís,CE,"R$ 6.282,21",Ônibus,Diesel,3354,Semanal
Stephany Pinto,46,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Superior Completo,Caxias do Sul,RS,"R$ 8.207,22",Carro,GNV,804,Semanal
Thales Correia,30,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Superior Incompleto,São Bernardo do Campo,SP,"R$ 6.659,71",Caminhão,Diesel,2120,Quinzenal
Thales Melo,33,Masculino Cisgênero,Amarelo(a),Não,Solteiro(a),Ensino Médio Completo,Recife,PE,"R$ 6.647,39",Moto,Gasolina,2440,Mensal
Thales Ribeiro,40,Masculino Transgênero,Preto(a),Sim,Viúvo(a),Ensino Superior Incompleto,Belo Horizonte,SC,"R$ 9.513,11",Caminhonete,Diesel,4272,Quinzenal
Theo da Cunha,69,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Básico Completo,Curitiba,PR,"R$ 1.719,15",Caminhão,Diesel,4141,Mensal
Theo da Rosa,60,Masculino Cisgênero,Pardo(a),Sim,Casado(a),Ensino Médio Completo,Santos,SP,"R$ 1.886,85",Caminhão,Diesel,125,Mensal
Theo Lopes,35,Masculino Cisgênero,Amarelo(a),Não,Casado(a),Ensino Superior Completo,Campinas,SP,"R$ 8.046,28",Carro,Álcool,3531,Mensal
Theo Melo,18,Masculino Cisgênero,Amarelo(a),Sim,Divorciado(a),Ensino Superior Completo,Vitória,ES,"R$ 8.653,65",Caminhão,Diesel,2314,Semanal
Thiago da Cruz,28,Masculino Cisgênero,Indígena,Não,Viúvo(a),Ensino Superior Completo,São José do Rio Preto,SP,"R$ 3.318,14",Caminhão,Diesel,3584,Mensal
Thiago Moreira,21,Masculino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Médio Completo,Maringá,PR,"R$ 4.570,85",Carro,Gasolina,1888,Quinzenal
Thiago Nunes,73,Masculino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Médio Completo,São Bernardo do Campo,SP,"R$ 4.451,89",Caminhão,Diesel,2346,Mensal
Thiago Rezende,48,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 5.922,43",Ônibus,Diesel,2825,Semanal
Thomas Almeida,77,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Superior Incompleto,Caruaru,PE,"R$ 8.154,15",Carro,GNV,2335,Diária
Thomas Araújo,44,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Superior Completo,Jundiaí,SP,"R$ 7.550,79",Ônibus,Diesel,26,Semanal
Thomas Dias,44,Masculino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Médio Incompleto,Taubaté ,SP,"R$ 6.228,66",Caminhão,Diesel,1205,Semanal
Thomas Moraes,73,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Superior Completo,Montes Claros,MG,"R$ 6.745,62",Caminhão,Diesel,2693,Semanal
Valentina Costela,35,Feminino Cisgênero,Pardo(a),Não,Casado(a),Ensino Básico Incompleto,São João de Meriti,RJ,"R$ 2.259,41",Carro,Gasolina,1273,Diária
Valentina Gomes,35,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Pós-graduação,Campo Grande,MS,"R$ 3.470,40",Caminhão,Diesel,2812,Quinzenal
Valentina Jesus,24,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Médio Incompleto,Vila Velha,ES,"R$ 4.863,63",Moto,Gasolina,2517,Quinzenal
Valentina Nogueira,55,Feminino Cisgênero,Amarelo(a),Não,Divorciado(a),Pós-graduação,Minas Gerais,MG,"R$ 8.057,00",Carro,Álcool,4342,Mensal
Valentina Silveira,63,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Médio Completo,Governador Valadares,MG,"R$ 4.947,17",Caminhão,Diesel,1483,Mensal
Vicente Caldeira,42,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Superior Incompleto,São Bernardo do Campo,SP,"R$ 7.307,30",Caminhão,Diesel,2016,Mensal
Vicente Fernandes,57,Masculino Cisgênero,Amarelo(a),Sim,Divorciado(a),Ensino Médio Incompleto,Londrina,PR,"R$ 8.355,06",Ônibus,Diesel,4093,Quinzenal
Vicente Freitas,20,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Básico Completo,Maringá,PR,"R$ 1.863,64",Ônibus,Diesel,1156,Mensal
Vicente Jesus,31,Masculino Cisgênero,Indígena,Não,Casado(a),Ensino Superior Completo,São Bernardo do Campo,SP,"R$ 3.923,51",Moto,Gasolina,4633,Quinzenal
Vinicius Alves,67,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Básico Incompleto,Contagem,MG,"R$ 1.883,12",Carro,Álcool,4084,Quinzenal
Vinicius Azevedo,22,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Superior Completo,São João de Meriti,RJ,"R$ 8.062,27",Ônibus,Diesel,1236,Eventual
Vinicius Caldeira,50,Masculino Cisgênero,Pardo(a),Não,Casado(a),Ensino Médio Incompleto,Vila Velha,ES,"R$ 2.768,56",Caminhão,Diesel,2056,Semanal
Vinicius Cavalcanti,23,Masculino Cisgênero,Amarelo(a),Não,Solteiro(a),Ensino Médio Incompleto,Franca,SP,"R$ 5.032,78",Carro,GNV,112,Diária
Vinicius Cunha,52,Masculino Cisgênero,Pardo(a),Não,Casado(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 9.047,77",Caminhão,Diesel,71,Mensal
Vinicius da Mota,45,Masculino Cisgênero,Amarelo(a),Sim,Solteiro(a),Ensino Básico Completo,Rio de Janeiro,AL,"R$ 1.637,44",Moto,Gasolina,4563,Semanal
Vinicius Dias,69,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 5.791,08",Ônibus,Diesel,535,Diária
Vinicius Nogueira,25,Masculino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Superior Incompleto,São João de Meriti,RJ,"R$ 7.327,53",Moto,Gasolina,1358,Diária
Vinicius Peixoto,69,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Básico Completo,Campinas,SP,"R$ 5.760,37",Ônibus,Diesel,4995,Semanal
Vitor Araújo,37,Masculino Transgênero,Branco(a),Não,Divorciado(a),Ensino Superior Completo,Governador Valadares,MG,"R$ 8.173,94",Caminhão,Diesel,3742,Semanal
Vitor da Mata,72,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Básico Incompleto,Duque de Caxias,RJ,"R$ 1.641,46",Caminhonete,Diesel,901,Diária
Vitor Gabriel Alves,70,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Médio Completo,Londrina,PR,"R$ 7.389,39",Caminhão,Diesel,3594,Diária
Vitor Gabriel Pinto,28,Masculino Cisgênero,Indígena,Sim,Divorciado(a),Ensino Básico Completo,Rio de Janeiro,RJ,"R$ 2.240,12",Ônibus,Diesel,2821,Diária
Vitor Gabriel Vieira,21,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Básico Completo,Franca,SP,"R$ 2.170,60",Ônibus,Diesel,4512,Mensal
Vitor Hugo Alves,42,Masculino Cisgênero,Amarelo(a),Não,Viúvo(a),Ensino Superior Incompleto,Minas Gerais,MG,"R$ 4.463,16",Ônibus,Diesel,4567,Diária
Vitor Hugo Cavalcanti,55,Masculino Cisgênero,Preto(a),Sim,Viúvo(a),Ensino Médio Completo,Santa Maria,MS,"R$ 8.617,00",Carro,GNV,102,Diária
Vitor Hugo da Cunha,29,Masculino Cisgênero,Pardo(a),Não,Casado(a),Ensino Superior Incompleto,Londrina,PR,"R$ 8.936,71",Carro,Álcool,3925,Quinzenal
Vitor Hugo da Rocha,50,Masculino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Incompleto,São João de Meriti,RJ,"R$ 2.164,45",Carro,Álcool,2870,Semanal
Vitor Hugo da Rosa,79,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Completo,Curitiba,PR,"R$ 9.240,09",Ônibus,Diesel,2977,Mensal
Vitor Hugo Nogueira,38,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Básico Incompleto,Recife,PE,"R$ 2.461,29",Ônibus,Diesel,3105,Quinzenal
Vitor Hugo Rezende,55,Masculino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Superior Completo,Minas Gerais,MG,"R$ 2.779,62",Moto,Gasolina,4148,Semanal
Vitor Hugo Santos,30,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Básico Incompleto,Rio Branco ,AC,"R$ 2.308,47",Carro,Gasolina,2623,Diária
Vitor Hugo Silva,55,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 7.407,33",Caminhão,Diesel,2098,Mensal
Vitor Monteiro,71,Outros,Preto(a),Sim,Casado(a),Ensino Básico Completo,Nova Iguaçu,RJ,"R$ 2.567,98",Moto,Gasolina,661,Mensal
Vitória Almeida,42,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Básico Incompleto,Natal,RN,"R$ 1.504,81",Moto,Gasolina,1522,Diária
Vitória Gomes,45,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Médio Completo,Vitória,ES,"R$ 6.810,26",Moto,Gasolina,4823,Diária
Vitória Sales,45,Feminino Cisgênero,Preto(a),Sim,Divorciado(a),Ensino Superior Completo,Vila Velha,ES,"R$ 6.065,51",Caminhão,Diesel,2035,Diária
Vitória Santos,38,Feminino Transgênero,Pardo(a),Não,Viúvo(a),Ensino Básico Incompleto,Governador Valadares,MG,"R$ 1.769,50",Ônibus,Diesel,3908,Diária
Yago Gomes,58,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Superior Completo,Recife,PE,"R$ 3.016,55",Carro,GNV,71,Quinzenal
Yago Martins,31,Masculino Transgênero,Preto(a),Não,Solteiro(a),Ensino Médio Incompleto,Salvador,BA,"R$ 4.349,21",Carro,GNV,2116,Semanal
Yasmin Caldeira,25,Feminino Transgênero,Pardo(a),Não,Solteiro(a),Pós-graduação,São José do Campos,SP,"R$ 5.436,84",Ônibus,Diesel,3753,Mensal
Yasmin Castro,23,Feminino Cisgênero,Preto(a),Sim,Divorciado(a),Ensino Médio Incompleto,Palmas,TO,"R$ 4.133,92",Ônibus,Diesel,2483,Semanal
Yasmin da Rocha,67,Feminino Cisgênero,Indígena,Sim,Casado(a),Ensino Médio Incompleto,São Bernardo do Campo,SP,"R$ 8.885,42",Moto,Gasolina,3861,Quinzenal
Yuri Cardoso,78,Masculino Cisgênero,Pardo(a),Não,Casado(a),Ensino Superior Completo,São Paulo,SP,"R$ 8.001,88",Moto,Gasolina,137,Diária
Yuri Fernandes,69,Masculino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Médio Completo,Recife,PE,"R$ 2.642,82",Carro,Gasolina,2936,Quinzenal
Yuri Fogaça,61,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Médio Incompleto,Salvador,BA,"R$ 6.397,05",Moto,Gasolina,4545,Diária
